token	freq	correction	reason
speofied	2	specified	dominant(specified:117730>>spoofed:0)
prohibitons	2	prohibitions	unique(prohibitions:1053)
mfle	2	mile	dominant(mile:13506>>male:1369)
mdefinitely	2	definitely	unique(definitely:205)
facahties	2	faculties	unique(faculties:110)
confererice	2	conference	unique(conference:4741)
prohbit	2	prohibit	unique(prohibit:9799)
descripton	2	description	dominant(description:16846>>descriptor:19)
inshtutional	2	institutional	unique(institutional:1977)
cerhfication	2	certification	dominant(certification:18685>>verification:3121)
credenhal	2	credential	dominant(credential:5805>>credenza:0)
parmutuel	2	parimutuel	unique(parimutuel:990)
clarzms	2	claims	dominant(claims:34510>>clams:417)
estamates	2	estimates	unique(estimates:5279)
specied	2	species	dominant(species:3527>>specie:47)
pnvately	2	privately	dominant(privately:2372>>innately:0)
mnght	2	might	unique(might:3607)
mvoluntary	2	voluntary	unique(voluntary:6715)
clamfying	2	clarifying	dominant(clarifying:491>>clamoring:1)
ornrn	2	organ	dominant(organ:1045>>orr:100)
spécified	2	specified	unique(specified:117730)
tscal	2	tical	unique(tical:129)
gerault	2	default	dominant(default:6970>>gerald:48)
nonpartnership	2	copartnership	unique(copartnership:1243)
admunustrator	2	administrator	unique(administrator:18788)
examinaiion	2	examination	unique(examination:31415)
ycals	2	years	dominant(years:112149>>cal:15486)
recogmzing	2	recognizing	unique(recognizing:432)
affanrs	2	affairs	unique(affairs:10664)
ilhap	2	chap	dominant(chap:3086>>hap:68)
eluminated	2	eliminated	unique(eliminated:1114)
simularly	2	similarly	unique(similarly:967)
persenne	2	personnel	dominant(personnel:22425>>presence:5559)
hnkages	2	engages	dominant(engages:1778>>linkages:235)
communnties	2	communities	unique(communities:3058)
distrubed	2	disturbed	unique(disturbed:512)
porhon	2	person	dominant(person:339208>>portion:50368)
corporahhons	2	corporations	unique(corporations:24102)
jtern	2	tern	dominant(tern:113>>stern:30)
contnnuation	2	continuation	unique(continuation:3493)
smplementing	2	implementing	unique(implementing:4594)
credentaling	2	credentialing	unique(credentialing:1006)
faeter	2	faster	dominant(faster:126>>falter:2)
eommuntty	2	community	unique(community:61745)
ettendanee	2	attendance	unique(attendance:34017)
categoncal	2	categorical	unique(categorical:717)
artsts	2	artists	unique(artists:504)
umons	2	mons	dominant(mons:235>>muons:6)
appropmiations	2	appropriations	unique(appropriations:11393)
fungl	2	fungi	dominant(fungi:138>>fungal:1)
qursuant	2	pursuant	unique(pursuant:316406)
asscessmene	2	assessment	unique(assessment:60627)
jechnology	2	technology	unique(technology:6551)
agansportation	2	transportation	unique(transportation:42952)
bereent	2	percent	dominant(percent:72590>>ferment:35)
equipmentl	2	equipment	dominant(equipment:34393>>equipments:215)
amoounn	2	amount	unique(amount:233789)
farthquake	2	earthquake	unique(earthquake:3964)
broject	2	project	unique(project:54057)
ciot	2	riot	dominant(riot:447>>cot:140)
seeeere	2	severe	dominant(severe:2588>>seeker:45)
lotalion	2	location	dominant(location:17489>>notation:411)
gpartment	2	apartment	unique(apartment:2149)
ppropriat	2	appropriate	unique(appropriate:48938)
retugee	2	refugee	unique(refugee:555)
delcare	2	declare	dominant(declare:11444>>decare:0)
micn	2	min	dominant(min:1104>>mice:71)
aamitted	2	admitted	unique(admitted:7383)
corporanion	2	corporation	unique(corporation:92152)
testitution	2	restitution	dominant(restitution:5153>>destitution:95)
recompacted	2	recomputed	dominant(recomputed:272>>compacted:30)
caleep	2	called	dominant(called:12133>>career:2063)
methodolgy	2	methodology	unique(methodology:1238)
occupanion	2	occupation	unique(occupation:3933)
excentional	2	exceptional	unique(exceptional:3026)
martiage	2	marriage	unique(marriage:7069)
dirninishing	2	diminishing	unique(diminishing:151)
parirnutuel	2	parimutuel	unique(parimutuel:990)
diarnond	2	diamond	unique(diamond:234)
memoralize	2	memorialize	dominant(memorialize:471>>demoralize:2)
makiney	2	making	dominant(making:49087>>marine:5998)
usmial	2	usual	dominant(usual:3772>>musial:1)
orol	2	oral	dominant(oral:5978>>orel:4)
verihcation	2	verification	unique(verification:3121)
rqaad	2	read	dominant(read:282008>>road:27498)
reduchons	2	reductions	unique(reductions:3102)
mitgation	2	mitigation	unique(mitigation:2127)
bilhng	2	filing	dominant(filing:45746>>belong:2709)
sumey	2	sumer	dominant(sumer:213>>sumy:7)
jemt	2	jet	dominant(jet:308>>jest:7)
contnue	2	continue	unique(continue:20992)
nonadministratiy	2	nonadministrative	unique(nonadministrative:52)
conyunction	2	conjunction	unique(conjunction:3984)
eevered	2	severed	dominant(severed:207>>revered:27)
seriees	2	series	dominant(series:5877>>serines:0)
traume	2	trauma	unique(trauma:520)
hespitels	2	hospitals	dominant(hospitals:8214>>respite's:0)
tmetable	2	timetable	unique(timetable:298)
smpact	2	impact	unique(impact:7275)
inappropnately	2	inappropriately	unique(inappropriately:101)
gelleges	2	colleges	dominant(colleges:13373>>alleges:503)
watrve	2	water	dominant(water:111055>>waive:3485)
subventons	2	subventions	unique(subventions:764)
ehair	2	chair	dominant(chair:2111>>hair:637)
subdvisien	2	subdivision	unique(subdivision:242708)
easeleads	2	caseloads	unique(caseloads:193)
rememing	2	removing	dominant(removing:1808>>renewing:372)
suffierent	2	sufficient	unique(sufficient:32519)
prepesals	2	proposals	dominant(proposals:9459>>repeals:1747)
infermetion	2	information	unique(information:82633)
elese	2	else	dominant(else:507>>elise:4)
identfied	2	identified	unique(identified:10045)
armeunt	2	amount	dominant(amount:233789>>garment:252)
eernee	2	earned	dominant(earned:5711>>renee:1428)
ehairpersens	2	chairpersons	unique(chairpersons:814)
zepert	2	report	dominant(report:85107>>depart:8827)
authonzations	2	authorizations	unique(authorizations:847)
legisture	2	legislature	dominant(legislature:98674>>leisure:74)
bxeept	2	except	dominant(except:119171>>exempt:19229)
eountres	2	counties	dominant(counties:53758>>countries:1192)
efliving	2	living	dominant(living:10429>>eliding:0)
institutiens	2	institutions	unique(institutions:41733)
eencurrent	2	concurrent	dominant(concurrent:11773>>recurrent:119)
imotce	2	mote	dominant(mote:224>>emote:3)
etvation	2	station	dominant(station:5938>>evasion:395)
monache	2	menace	dominant(menace:1259>>monarch:13)
catgegory	2	category	unique(category:6622)
eqquipmeet	2	equipment	unique(equipment:34393)
teccions	2	sections	dominant(sections:105691>>tensions:31)
sufuction	2	suction	dominant(suction:369>>seduction:56)
univetsily	2	university	unique(university:26838)
keimbursement	2	reimbursement	unique(reimbursement:32291)
toections	2	sections	dominant(sections:105691>>elections:25405)
pyrsuant	2	pursuant	unique(pursuant:316406)
jreasury	2	treasury	unique(treasury:27801)
comparabi	2	comparable	dominant(comparable:4858>>comparably:36)
pprograms	2	programs	unique(programs:54576)
ceeen	2	been	dominant(been:184233>>seven:29908)
detender	2	defender	unique(defender:1440)
niling	2	filing	dominant(filing:45746>>piling:156)
ratablv	2	ratable	unique(ratable:260)
reasonble	2	reasonable	unique(reasonable:41480)
redeclared	2	declared	dominant(declared:17788>>undeclared:7)
sarely	2	safely	dominant(safely:1446>>sorely:38)
elamination	2	examination	dominant(examination:31415>>elimination:1427)
indefimte	2	indefinite	unique(indefinite:418)
parént	2	parent	unique(parent:33854)
nohice	2	notice	dominant(notice:138786>>novice:71)
interrnediate	2	intermediate	unique(intermediate:4233)
pnarmacist	2	pharmacist	unique(pharmacist:2044)
veniuta	2	ventura	dominant(ventura:3553>>benita:3)
cruzz	2	cruz	unique(cruz:3641)
sirnultaneously	2	simultaneously	unique(simultaneously:785)
irnpact	2	impact	dominant(impact:7275>>intact:165)
desgned	2	designed	dominant(designed:10079>>deigned:0)
reforrn	2	reform	dominant(reform:2188>>reforms:186)
clisciplinary	2	disciplinary	unique(disciplinary:4886)
rnodify	2	notify	dominant(notify:18608>>modify:5806)
abaternent	2	abatement	dominant(abatement:4065>>abstergent:0)
golt	2	gold	dominant(gold:2778>>golf:672)
xead	2	read	dominant(read:282008>>head:6670)
obiigation	2	obligation	unique(obligation:17101)
circumstarices	2	circumstances	unique(circumstances:16750)
identfies	2	identifies	unique(identifies:1119)
appued	2	applied	dominant(applied:16260>>apples:1323)
mcomme	2	come	dominant(come:4460>>commie:34)
consituted	2	constituted	unique(constituted:2398)
appned	2	append	unique(append:159)
affordabie	2	affordable	unique(affordable:1742)
elernent	2	element	dominant(element:3712>>emergent:17)
unexnended	2	unexpended	unique(unexpended:2126)
readl	2	read	dominant(read:282008>>real:51419)
acuitv	2	acuity	unique(acuity:260)
anewspaper	2	newspaper	unique(newspaper:19802)
perforrned	2	performed	dominant(performed:18217>>perforated:325)
advertisernent	2	advertisement	unique(advertisement:4063)
accourits	2	accounts	unique(accounts:11438)
meiceg	2	mice	dominant(mice:71>>mercer:8)
glemn	2	glenn	dominant(glenn:725>>glen:144)
nevadar	2	nevada	dominant(nevada:3124>>nevadan:0)
tabluate	2	tabulate	unique(tabulate:226)
coutlt	2	court	dominant(court:242103>>could:7733)
jyes	2	yes	dominant(yes:2497>>ayes:708)
inveshgator	2	investigator	unique(investigator:2050)
édatte	2	date	dominant(date:176125>>matte:22)
asurvey	2	survey	unique(survey:6762)
dornain	2	domain	dominant(domain:3845>>drain:1025)
abrrd	2	award	dominant(award:12595>>ard:1927)
pregnyl	2	phenyl	dominant(phenyl:106>>regnal:0)
bnrrn	2	born	dominant(born:1325>>burn:371)
seorn	2	sworn	dominant(sworn:3596>>shorn:6)
rerin	2	rein	dominant(rein:326>>resin:87)
sreor	2	prior	dominant(prior:102799>>error:3665)
cornpletion	2	completion	unique(completion:18148)
ifeither	2	either	dominant(either:59471>>neither:5518)
tamiliar	2	familiar	unique(familiar:469)
dependment	2	dependent	unique(dependent:10616)
réimbursement	2	reimbursement	unique(reimbursement:32291)
survivng	2	surviving	unique(surviving:9426)
gecedent	2	decedent	unique(decedent:9087)
encumberance	2	encumbrance	unique(encumbrance:2120)
rmplement	2	implement	unique(implement:11001)
evaluahon	2	evaluation	dominant(evaluation:12705>>evaluator:930)
famhty	2	family	dominant(family:30153>>faulty:181)
ordh	2	orth	dominant(orth:56>>ordo:3)
fachties	2	faculties	dominant(faculties:110>>facies:23)
pecumiary	2	pecuniary	unique(pecuniary:869)
sectoon	2	section	unique(section:1401134)
prosecuthon	2	prosecution	unique(prosecution:5772)
inchading	2	including	dominant(including:99182>>invading:33)
determmnation	2	determination	unique(determination:25653)
warranhes	2	warrants	dominant(warrants:13158>>warranted:865)
gasohne	2	gasoline	dominant(gasoline:2459>>gasohol:54)
dniving	2	driving	dominant(driving:7247>>diving:287)
wnte	2	ante	dominant(ante:94>>wite:23)
contnuously	2	continuously	unique(continuously:4836)
contnuance	2	continuance	unique(continuance:3273)
enhtled	2	entitled	dominant(entitled:50404>>enabled:182)
emst	2	east	dominant(east:15919>>ems:595)
appeaiabie	2	appealable	dominant(appealable:339>>appeasable:0)
alternathve	2	alternative	unique(alternative:11093)
smmunity	2	immunity	unique(immunity:951)
identhfication	2	identification	unique(identification:11442)
pumtive	2	punitive	dominant(punitive:519>>putative:92)
inveshgatory	2	investigatory	unique(investigatory:254)
nonindustnal	2	nonindustrial	unique(nonindustrial:339)
porthon	2	portion	unique(portion:50368)
sumilarly	2	similarly	unique(similarly:967)
substanhally	2	substantially	unique(substantially:12922)
hosputals	2	hospitals	unique(hospitals:8214)
inpahent	2	inpatient	unique(inpatient:3841)
creatng	2	creating	unique(creating:4190)
existhng	2	existing	unique(existing:66172)
presumpton	2	presumption	unique(presumption:2401)
commnt	2	commit	dominant(commit:5211>>comment:1685)
declaratons	2	declarations	unique(declarations:1738)
momitor	2	monitor	unique(monitor:1877)
climecal	2	clinical	unique(clinical:5830)
taxcab	2	taxicab	unique(taxicab:235)
supverior	2	superior	unique(superior:35772)
prowsion	2	provision	dominant(provision:68860>>erosion:1058)
conjunchon	2	conjunction	unique(conjunction:3984)
crteria	2	criteria	unique(criteria:13775)
indemmification	2	indemnification	unique(indemnification:670)
creathon	2	creation	unique(creation:6474)
defininon	2	definition	dominant(definition:8952>>defining:2160)
fingerpnnts	2	fingerprints	unique(fingerprints:2624)
dmving	2	diving	unique(diving:287)
evaluathon	2	evaluation	unique(evaluation:12705)
cerhfied	2	certified	dominant(certified:35534>>verified:8516)
spefied	2	specified	dominant(specified:117730>>species:3527)
authorizathon	2	authorization	unique(authorization:12564)
techmcian	2	technician	unique(technician:2736)
nathonal	2	national	unique(national:20835)
durahon	2	duration	dominant(duration:4847>>dragon:0)
mnclude	2	include	unique(include:73727)
prescmbes	2	prescribes	dominant(prescribes:1380>>presumes:10)
mjunctive	2	injunctive	dominant(injunctive:706>>adjunctive:12)
sncluding	2	including	dominant(including:99182>>secluding:1)
missmg	2	missing	dominant(missing:1459>>miss:331)
delanquency	2	delinquency	unique(delinquency:5299)
wilmess	2	witness	dominant(witness:11002>>wiles:12)
utilzation	2	utilization	unique(utilization:6325)
amimal	2	animal	unique(animal:6809)
mterpreter	2	interpreter	unique(interpreter:1302)
demied	2	denied	dominant(denied:5686>>demised:86)
commuts	2	commits	dominant(commits:1268>>commute:264)
permat	2	permit	dominant(permit:50580>>fermat:0)
decommussioning	2	decommissioning	unique(decommissioning:85)
exssting	2	existing	unique(existing:66172)
wmitten	2	written	dominant(written:59885>>mitten:5)
conflictmg	2	conflict	dominant(conflict:9140>>conflicting:1225)
rerzmbursement	2	reimbursement	unique(reimbursement:32291)
ermssions	2	emissions	dominant(emissions:2441>>permissions:6)
unallccated	2	unallocated	unique(unallocated:1585)
intervenhon	2	intervention	dominant(intervention:2055>>intervenor:161)
reaucing	2	reducing	unique(reducing:6603)
experiencmg	2	experience	dominant(experience:11053>>experienced:1392)
econimic	2	economic	unique(economic:13513)
litthe	2	little	dominant(little:965>>lithe:5)
liabililty	2	liability	unique(liability:27341)
arbrd	2	award	dominant(award:12595>>armed:3928)
ifevidence	2	evidence	unique(evidence:38458)
reror	2	error	dominant(error:3665>>regor:0)
revocanon	2	revocation	unique(revocation:8399)
snorn	2	sworn	dominant(sworn:3596>>snort:14)
sqg	2	sig	dominant(sig:270>>sq:50)
reycling	2	recycling	unique(recycling:5076)
anarn	2	award	dominant(award:12595>>apart:3490)
rearfoot	2	rearmost	dominant(rearmost:198>>redroot:0)
ffinance	2	finance	unique(finance:37229)
rraen	2	drawn	dominant(drawn:8734>>train:2219)
pefcent	2	percent	unique(percent:72590)
réport	2	report	unique(report:85107)
arecycling	2	recycling	unique(recycling:5076)
developmment	2	development	unique(development:56459)
pyschotherapeutic	2	psychotherapeutic	unique(psychotherapeutic:130)
accountanl	2	accountant	unique(accountant:4179)
tanscription	2	transcription	unique(transcription:942)
momies	2	monies	dominant(monies:392>>movies:36)
farinias	2	marinas	dominant(marinas:158>>farina:4)
discrimimation	2	discrimination	unique(discrimination:2933)
robbms	2	rooms	dominant(rooms:2721>>robbins:283)
contorming	2	conforming	dominant(conforming:1533>>contorting:0)
strlmg	2	strong	dominant(strong:791>>string:68)
kxisting	2	existing	unique(existing:66172)
lhmut	2	limit	dominant(limit:16357>>hut:170)
commns	2	commons	dominant(commons:61>>commas:11)
intoxcated	2	intoxicated	unique(intoxicated:161)
administemng	2	administering	unique(administering:6505)
satelhte	2	satellite	dominant(satellite:3387>>matelote:0)
eapected	2	expected	unique(expected:3380)
declarahons	2	declarations	unique(declarations:1738)
constituthon	2	constitution	unique(constitution:48831)
omussions	2	omissions	unique(omissions:1284)
pmncipal	2	principal	unique(principal:40295)
existyng	2	existing	unique(existing:66172)
monstoring	2	monitoring	unique(monitoring:3896)
phencychdine	2	phencyclidine	unique(phencyclidine:420)
utilhze	2	utilize	unique(utilize:4267)
advertsed	2	advertised	dominant(advertised:2640>>adverted:0)
qualificahons	2	qualifications	unique(qualifications:11529)
contamimants	2	contaminants	unique(contaminants:956)
resttution	2	restitution	unique(restitution:5153)
cerhficate	2	certificate	unique(certificate:70185)
mtrastate	2	intrastate	dominant(intrastate:1413>>tractate:0)
withtn	2	within	unique(within:253350)
californma	2	california	unique(california:322009)
rephica	2	replica	unique(replica:114)
rerxmbursement	2	reimbursement	unique(reimbursement:32291)
admimistered	2	administered	unique(administered:7874)
mpoundment	2	impoundment	unique(impoundment:1452)
eaceptional	2	exceptional	unique(exceptional:3026)
tollowed	2	followed	dominant(followed:3381>>hollowed:0)
countnes	2	counties	unique(counties:53758)
igmition	2	ignition	unique(ignition:629)
commuassion	2	commission	dominant(commission:129376>>compassion:46)
documentaton	2	documentation	unique(documentation:2703)
presenbe	2	presence	unique(presence:5559)
reumbursed	2	reimbursed	unique(reimbursed:4505)
underwniting	2	underwriting	unique(underwriting:817)
curncula	2	curricula	dominant(curricula:536>>auricula:0)
requmred	2	required	unique(required:172879)
clammant	2	claimant	dominant(claimant:11176>>clamant:3)
taapayers	2	taxpayers	unique(taxpayers:2586)
alzhermer	2	alzheimer	unique(alzheimer:572)
medhcal	2	medical	unique(medical:43648)
nformaton	2	information	dominant(information:82633>>formation:10211)
hmitathons	2	imitations	unique(imitations:50)
agnecultural	2	agricultural	unique(agricultural:30229)
facilsty	2	facility	unique(facility:61690)
dmnnking	2	drinking	dominant(drinking:2726>>dinning:3)
communaty	2	community	unique(community:61745)
contributhons	2	contributions	unique(contributions:23972)
acthvities	2	activities	unique(activities:25762)
citahon	2	citation	dominant(citation:4745>>citron:3)
elignble	2	eligible	unique(eligible:35778)
outpahent	2	outpatient	unique(outpatient:4279)
contnbute	2	contribute	unique(contribute:3066)
ethme	2	the	dominant(the:11516483>>time:227949)
entuty	2	entity	unique(entity:27075)
yudgeships	2	judgeship	dominant(judgeship:145>>judgeship's:0)
transportathon	2	transportation	unique(transportation:42952)
fmedman	2	median	dominant(median:1077>>friedman:308)
appropmnated	2	appropriated	unique(appropriated:49869)
conservathon	2	conservation	unique(conservation:18739)
willhamson	2	williamson	unique(williamson:170)
minonity	2	minority	unique(minority:2471)
capabihty	2	capacity	dominant(capacity:12893>>capability:1244)
critema	2	criteria	dominant(criteria:13775>>cinema:4)
htgation	2	station	dominant(station:5938>>ligation:34)
commnttee	2	committee	unique(committee:75062)
oonds	2	bonds	dominant(bonds:113404>>ponds:386)
secumty	2	security	dominant(security:35990>>scummy:0)
condation	2	condition	dominant(condition:27482>>conation:3)
permnts	2	permits	unique(permits:10242)
admunustrators	2	administrators	unique(administrators:3212)
tuihon	2	tuition	dominant(tuition:3462>>tucson:20)
authomzes	2	authorizes	unique(authorizes:6666)
exnsting	2	existing	unique(existing:66172)
confidentality	2	confidentiality	unique(confidentiality:2136)
preservahon	2	preservation	unique(preservation:18451)
insthtution	2	institution	unique(institution:28684)
conshtutional	2	constitutional	unique(constitutional:5208)
durnng	2	during	unique(during:95570)
reducthons	2	reductions	unique(reductions:3102)
representatve	2	representative	unique(representative:22495)
famhties	2	families	dominant(families:9436>>fatties:0)
determmned	2	determined	unique(determined:60127)
specaal	2	special	unique(special:80379)
exishhng	2	existing	unique(existing:66172)
menits	2	merits	unique(merits:1139)
rmported	2	reported	dominant(reported:9659>>imported:1218)
sirmlar	2	similar	dominant(similar:19000>>simar:0)
validahons	2	validations	unique(validations:219)
domeshc	2	domestic	dominant(domestic:10630>>domes:78)
chesin	2	chosen	dominant(chosen:2814>>chain:459)
arcn	2	arc	dominant(arc:914>>arch:75)
bornd	2	bond	dominant(bond:51163>>bound:3188)
premimums	2	premiums	unique(premiums:6421)
bbeso	2	best	dominant(best:12868>>bees:782)
indisputed	2	undisputed	unique(undisputed:108)
shelier	2	shelter	dominant(shelter:2909>>sheller:0)
unstruction	2	instruction	unique(instruction:30434)
controllez	2	controller	dominant(controller:34936>>controlled:10550)
atiributable	2	attributable	unique(attributable:5888)
referrai	2	referral	unique(referral:4411)
treztment	2	treatment	unique(treatment:30655)
epplies	2	applies	unique(applies:10654)
eniity	2	entity	dominant(entity:27075>>enmity:22)
whereabouis	2	whereabouts	unique(whereabouts:731)
torteiture	2	forfeiture	unique(forfeiture:5463)
circumstarces	2	circumstances	unique(circumstances:16750)
teniative	2	tentative	unique(tentative:2370)
obred	2	bred	dominant(bred:723>>bored:37)
ooken	2	token	dominant(token:138>>oaken:0)
exisong	2	existing	dominant(existing:66172>>edison:92)
notirying	2	notifying	unique(notifying:1097)
deinked	2	defined	dominant(defined:59720>>denied:5686)
cesstion	2	cessation	dominant(cessation:1493>>cession:119)
oorn	2	born	dominant(born:1325>>worn:398)
arequest	2	request	unique(request:48546)
onagn	2	organ	dominant(organ:1045>>nan:85)
dallk	2	dally	unique(dally:63)
agreément	2	agreement	unique(agreement:47959)
qnran	2	fran	dominant(fran:1944>>tran:411)
calfiornia	2	california	unique(california:322009)
alead	2	lead	dominant(lead:5159>>plead:579)
nlbb	2	club	dominant(club:2979>>lab:252)
opns	2	owns	dominant(owns:2704>>opens:198)
hfaring	2	hearing	dominant(hearing:81746>>haring:4)
hfefaring	2	hearing	dominant(hearing:81746>>fearing:10)
umportant	2	important	unique(important:2676)
rehabilition	2	rehabilitation	unique(rehabilitation:12991)
legisaltive	2	legislative	unique(legislative:49293)
prelhminary	2	preliminary	unique(preliminary:9520)
provissons	2	provisions	unique(provisions:211160)
legahzation	2	legalization	unique(legalization:199)
mterferes	2	interferes	unique(interferes:426)
effieers	2	officers	dominant(officers:66657>>effie's:0)
legislatsve	2	legislative	unique(legislative:49293)
puprls	2	pupils	dominant(pupils:21236>>purls:1)
edues	2	dues	dominant(dues:1472>>edges:128)
rmplementation	2	implementation	unique(implementation:10454)
orgamzational	2	organizational	unique(organizational:1225)
miinistration	2	ministration	unique(ministration:393)
fiquipment	2	equipment	unique(equipment:34393)
lindsav	2	lindsay	unique(lindsay:105)
syscem	2	system	unique(system:75125)
eeeces	2	elects	dominant(elects:4080>>pieces:699)
supportt	2	support	dominant(support:70908>>supports:914)
teclions	2	sections	dominant(sections:105691>>tensions:31)
jeriod	2	period	dominant(period:99289>>jerid:0)
servvices	2	services	unique(services:187802)
applcabie	2	applicable	unique(applicable:47917)
developmentully	2	developmentally	unique(developmentally:2494)
victums	2	victims	dominant(victims:3203>>dictums:0)
applicathon	2	application	unique(application:76435)
famnilies	2	families	unique(families:9436)
noclass	2	class	dominant(class:44865>>declass:0)
keporting	2	reporting	dominant(reporting:10109>>deporting:14)
advisements	2	advisement	dominant(advisement:115>>advisement's:0)
cseec	2	sec	dominant(sec:381965>>see:22119)
oalary	2	salary	dominant(salary:69927>>alary:10)
retrontting	2	retrofitting	unique(retrofitting:303)
sictya	2	sixty	dominant(sixty:21667>>dicta:15)
sueled	2	fueled	dominant(fueled:94>>dueled:0)
fesmo	2	fresno	dominant(fresno:5227>>memo:157)
flesno	2	fresno	unique(fresno:5227)
monmetey	2	monterey	unique(monterey:3972)
shaasta	2	shasta	unique(shasta:1808)
memcocino	2	mendocino	unique(mendocino:2146)
ceounty	2	county	unique(county:512140)
petcentape	2	percentage	unique(percentage:15462)
actien	2	action	dominant(action:96805>>actin:60)
classiied	2	classified	unique(classified:9905)
inihally	2	initially	dominant(initially:1831>>minimally:29)
proijects	2	projects	unique(projects:26531)
coumne	2	course	dominant(course:19613>>count:4795)
plogramms	2	programs	dominant(programs:54576>>program's:0)
commstruction	2	construction	unique(construction:56614)
mencociio	2	mendocino	unique(mendocino:2146)
joaaquin	2	joaquin	unique(joaquin:5731)
slerra	2	sierra	dominant(sierra:1665>>serra:163)
suelet	2	sublet	unique(sublet:138)
veneuta	2	ventura	dominant(ventura:3553>>vendetta:0)
abard	2	award	dominant(award:12595>>aboard:293)
shrasta	2	shasta	unique(shasta:1808)
dolanio	2	solano	dominant(solano:2295>>delano:168)
norter	2	porter	dominant(porter:1087>>norther:15)
fosmio	2	folio	dominant(folio:2540>>fossil:127)
shasca	2	shasta	unique(shasta:1808)
agjustments	2	adjustments	unique(adjustments:5938)
utilizahon	2	utilization	unique(utilization:6325)
manitest	2	manifest	unique(manifest:1102)
aabn	2	an	dominant(an:666791>>san:71627)
ababd	2	award	dominant(award:12595>>abate:1397)
nqn	2	non	dominant(non:4938>>nan:85)
efticiency	2	efficiency	unique(efficiency:2860)
arrad	2	array	dominant(array:142>>arran:4)
reciaimed	2	reclaimed	unique(reclaimed:963)
stabilizations	2	stabilization	dominant(stabilization:1020>>stabilization's:0)
admunstration	2	administration	unique(administration:31931)
consumnes	2	consumes	unique(consumes:79)
traation	2	traction	unique(traction:176)
cioti	2	city	dominant(city:310083>>riot:447)
tecuions	2	sections	dominant(sections:105691>>tensions:31)
imauics	2	italics	dominant(italics:1331>>iambics:0)
emiies	2	miles	dominant(miles:8228>>mines:1677)
preliminarvy	2	preliminary	unique(preliminary:9520)
soeivices	2	services	unique(services:187802)
ieerp	2	keep	dominant(keep:13017>>beer:2804)
eqr	2	er	dominant(er:2957>>ear:463)
encouarge	2	encourage	unique(encourage:5214)
eqq	2	qq	dominant(qq:146>>esq:6)
ccustomer	2	customer	unique(customer:4508)
nojob	2	job	dominant(job:7991>>noon:1291)
weitare	2	welfare	dominant(welfare:49915>>weimar:2)
bsren	2	been	dominant(been:184233>>burden:4091)
bbod	2	bod	unique(bod:104)
umpounded	2	impounded	unique(impounded:1158)
alisted	2	listed	unique(listed:9190)
ashortened	2	shortened	unique(shortened:192)
lotterv	2	lottery	unique(lottery:1681)
secnions	2	sections	unique(sections:105691)
nrrn	2	nor	dominant(nor:36413>>rn:9774)
ornw	2	or	dominant(or:3182994>>on:583809)
qson	2	son	unique(son:3950)
acombined	2	combined	unique(combined:5008)
comservancy	2	conservancy	unique(conservancy:3361)
identihes	2	identifies	dominant(identifies:1119>>identities:100)
progammatic	2	programmatic	unique(programmatic:395)
tehema	2	them	dominant(them:35249>>theme:109)
setthkement	2	settlement	unique(settlement:8370)
cimis	2	civil	dominant(civil:72956>>cities:20019)
defimition	2	definition	unique(definition:8952)
allocahons	2	allocations	dominant(allocations:5109>>allocators:0)
ttalics	2	italics	unique(italics:1331)
nonsectanan	2	nonsectarian	unique(nonsectarian:1186)
fundins	2	funding	unique(funding:23573)
inhat	2	that	dominant(that:864378>>what:8244)
sunertor	2	superior	dominant(superior:35772>>stertor:0)
statytorv	2	statutory	unique(statutory:13098)
inlto	2	into	unique(into:96580)
qob	2	job	dominant(job:7991>>ob:912)
abll	2	all	dominant(all:421103>>able:12497)
bibt	2	bit	dominant(bit:82>>bib:25)
retiering	2	retiring	unique(retiring:798)
ceecce	2	coerce	dominant(coerce:254>>lecce:17)
powefs	2	powers	unique(powers:40637)
gefnition	2	definition	unique(definition:8952)
jourrnal	2	journal	unique(journal:2460)
lotins	2	lotions	dominant(lotions:67>>loins:6)
rneneee	2	renee	dominant(renee:1428>>renege:6)
teeeen	2	teen	dominant(teen:2409>>tween:525)
eneeer	2	enter	dominant(enter:20089>>never:1967)
tesoutces	2	resources	unique(resources:42966)
assessmemne	2	assessment	unique(assessment:60627)
reeneees	2	reenters	dominant(reenters:126>>renee's:0)
asscssots	2	assessors	unique(assessors:1730)
enneees	2	annexes	dominant(annexes:104>>enneads:0)
tesetves	2	reserves	dominant(reserves:3924>>deserves:43)
apptoval	2	approval	unique(approval:52484)
memdbets	2	members	unique(members:99374)
officels	2	officers	dominant(officers:66657>>offices:17866)
eeenc	2	been	dominant(been:184233>>event:35052)
ufbency	2	urgency	unique(urgency:28390)
ovettige	2	overtime	dominant(overtime:1129>>vestige:3)
errerees	2	referees	dominant(referees:1105>>orreries:0)
neenen	2	needed	dominant(needed:11037>>deepen:100)
rneees	2	needs	dominant(needs:18816>>renee:1428)
assessmene	2	assessment	unique(assessment:60627)
otginance	2	ordinance	unique(ordinance:44097)
renens	2	renews	dominant(renews:61>>rennes:2)
petmitted	2	permitted	unique(permitted:16290)
juazes	2	judges	dominant(judges:16884>>james:1939)
gebentures	2	debentures	unique(debentures:1817)
nonptofit	2	nonprofit	unique(nonprofit:13196)
exempption	2	exemption	unique(exemption:17122)
