token	corpus_freq	reason
lodginghouses	12	no_candidate
acetyluria	12	no_candidate
reperforates	12	weak_unique(perforates:0)
administrahon	12	ambiguous(administration:31931/administrator:18788)
riw	12	ambiguous(raw:1179/rio:676)
depredating	12	weak_unique(deprecating:0)
ausencia	12	no_candidate
legalmente	12	no_candidate
ecceeee	12	no_candidate
valleywide	12	no_candidate
imtative	12	weak_unique(imitative:4)
torca	12	ambiguous(torch:21/tora:17)
thiosulfite	12	no_candidate
demulsification	12	weak_unique(emulsification:0)
alisos	12	weak_unique(alison:0)
waivets	12	ambiguous(waivers:1824/waives:673)
beneficiating	12	no_candidate
rnnene	12	ambiguous(renee:1428/rene:531)
methyprylon	12	no_candidate
presterilized	12	no_candidate
psychometrists	12	weak_unique(psychometrist:41)
nonprogram	12	no_candidate
cseeeee	12	no_candidate
equipimone	12	no_candidate
annadel	12	weak_unique(annabel:1)
konocti	12	no_candidate
photostating	12	weak_unique(photostatting:0)
cymatogaster	12	no_candidate
wedworth	12	weak_unique(wentworth:5)
nonfictitious	12	no_candidate
rolicall	12	no_candidate
betaprodine	12	no_candidate
betameprodine	12	no_candidate
benzethidine	12	no_candidate
dipipanone	12	no_candidate
normethadone	12	no_candidate
phenadoxone	12	no_candidate
phenampromide	12	no_candidate
levophenacylmorphan	12	no_candidate
proheptazine	12	no_candidate
duphcative	12	no_candidate
berrenda	12	ambiguous(brenda:3/berretta:0)
bufotenine	12	no_candidate
ewep	12	ambiguous(ewe:97/ewes:35)
neumiller	12	no_candidate
frizzelle	12	weak_unique(frizzle:0)
ownet	12	ambiguous(owner:51366/owned:24370)
thionylchloride	12	no_candidate
chitat	12	weak_unique(chita:1)
nongynecologic	12	no_candidate
relending	12	ambiguous(relenting:0/resending:0)
ucimc	12	weak_unique(uric:3)
immunohematology	12	no_candidate
sewerline	12	no_candidate
eeeeeeeeeeeeees	12	no_candidate
stirpes	12	ambiguous(stripes:18/stipes:0)
preimprinted	12	no_candidate
nanocuries	12	no_candidate
landfarm	12	weak_unique(landform:0)
nonlevel-of-care	12	no_candidate
intercommunications	12	ambiguous(intercommunication:5/intercommunication's:0)
wcab	12	ambiguous(cab:199/scab:131)
deukmebejian	12	no_candidate
fned	11	ambiguous(fined:1453/fed:1315)
cxlviii	11	no_candidate
ciously	11	weak_unique(piously:0)
sxorton	11	ambiguous(shorten:477/norton:176)
easurer	11	ambiguous(measurer:9/ensurer:1)
andsale	11	ambiguous(anisole:1/ansate:0)
tlle	11	ambiguous(tile:324/tale:110)
dxxx	11	ambiguous(dix:17/doxy:0)
appeai	11	ambiguous(appear:27291/appeal:19541)
cxxxv	11	no_candidate
claiin	11	ambiguous(claim:38845/claims:34510)
pubneation	11	no_candidate
plemental	11	weak_unique(elemental:31)
overscors	11	weak_unique(overscore:0)
iable	11	ambiguous(liable:16338/able:12497)
renaity	11	ambiguous(penalty:28562/entity:27075)
siaty-four	11	no_candidate
gregate	11	weak_unique(gregale:0)
cclxix	11	ambiguous(calix:1/cylix:0)
qualited	11	ambiguous(qualified:51243/quality:18066)
cccxli	11	no_candidate
szco	11	ambiguous(such:874514/sec:381965)
cccxlix	11	no_candidate
ccclvi	11	no_candidate
cccci	11	weak_unique(cocci:3)
vereee	11	ambiguous(verde:421/serene:317)
eeere	11	weak_unique(deere:22)
jations	11	ambiguous(nations:1249/cations:573)
ceseeee	11	no_candidate
ceveee	11	ambiguous(levee:2602/severe:2588)
szcrton	11	weak_unique(sacaton:0)
ccxxxiv	11	no_candidate
disin	11	weak_unique(oisin:1)
cclxxi	11	no_candidate
brundige	11	weak_unique(brandie:0)
ccseee	11	no_candidate
bept	11	ambiguous(best:12868/kept:10507)
lowis	11	ambiguous(lewis:852/lows:767)
huld	11	ambiguous(held:60938/hold:25575)
ssseee	11	weak_unique(essene:0)
ccccce	11	no_candidate
sulury	11	weak_unique(sultry:1)
francisev	11	ambiguous(francisco:21120/franchise:21084)
tosue	11	ambiguous(josue:1/toque:0)
ccxxvii	11	no_candidate
ccxlvi	11	no_candidate
cclxvii	11	no_candidate
cottection	11	ambiguous(connection:25325/collection:20718)
dened	11	ambiguous(deed:11303/denied:5686)
eeers	11	ambiguous(seers:307/peers:113)
retarned	11	ambiguous(returned:11084/retained:5874)
appeat	11	ambiguous(appear:27291/appeal:19541)
rized	11	ambiguous(sized:185/rived:128)
cizht	11	ambiguous(right:50843/eight:27364)
ouses	11	ambiguous(uses:10621/houses:5270)
borein	11	ambiguous(herein:40047/foreign:15376)
wlio	11	ambiguous(clio:11/olio:5)
hurdygurdy	11	no_candidate
snecession	11	weak_unique(secession:6)
eeseeeeee	11	no_candidate
modily	11	ambiguous(bodily:5993/modify:5806)
travelmg	11	weak_unique(travelog:0)
appropriafund	11	no_candidate
demned	11	ambiguous(damned:1/demoed:1)
beenme	11	ambiguous(been:184233/become:63283)
cccceeeeeeeee	11	no_candidate
lompoe	11	ambiguous(compose:131/compo:46)
banots	11	ambiguous(banks:9329/ballots:8304)
soniat	11	weak_unique(sonia:6)
putics	11	ambiguous(duties:60393/pupils:21236)
lamation	11	ambiguous(laxation:18/lavation:0)
reeviving	11	weak_unique(reviving:45)
eeeceee	11	no_candidate
ceseeeee	11	no_candidate
ofiee	11	ambiguous(office:138824/five:123871)
bergeant-at-arms	11	no_candidate
forty-sizth	11	no_candidate
ablic	11	ambiguous(abulic:0/aulic:0)
tendentof	11	no_candidate
olty	11	ambiguous(jolty:0/oldy:0)
thisact	11	weak_unique(trisect:0)
nincty-three	11	no_candidate
foint	11	ambiguous(joint:35127/point:21703)
itation	11	ambiguous(station:5938/citation:4745)
spicuously	11	ambiguous(sinuously:0/spaciously:0)
unappor	11	ambiguous(snapper:3/napper:1)
petency	11	ambiguous(potency:29/patency:0)
ditures	11	ambiguous(figures:2424/fixtures:1814)
prescrip	11	weak_unique(prescript:1)
horticul	11	ambiguous(cortical:2/vortical:0)
endum	11	weak_unique(endue:0)
tequesquite	11	no_candidate
ceceeeeee	11	no_candidate
finel	11	ambiguous(final:30144/fine:25826)
incated	11	weak_unique(incited:1)
iacts	11	ambiguous(acts:26740/facts:24865)
unauthor	11	ambiguous(author:5312/coauthor:1999)
molera	11	weak_unique(monera:0)
mmors	11	ambiguous(mors:15/moors:7)
exelu	11	ambiguous(eel:516/expel:496)
penalt	11	ambiguous(penal:33988/penalty:28562)
eluss	11	weak_unique(eluls:0)
egent	11	ambiguous(event:35052/agent:32569)
sment	11	ambiguous(sent:6133/spent:2579)
horough	11	ambiguous(borough:768/thorough:604)
sercen	11	ambiguous(percent:72590/seven:29908)
whorn	11	ambiguous(worn:398/horn:142)
eyele	11	weak_unique(eyelet:1)
btaty	11	weak_unique(batty:3)
lardine	11	ambiguous(sardine:48/larding:2)
notier	11	weak_unique(nosier:0)
enpy	11	ambiguous(envy:9/espy:1)
ciliapter	11	ambiguous(ciliates:2/ciliate:0)
ilome	11	weak_unique(lome:10)
macist	11	ambiguous(racist:1/maoist:0)
incidenta	11	ambiguous(incidental:6106/incident:4131)
icft	11	ambiguous(act:457162/if:389923)
mcorporated	11	ambiguous(incorporated:11875/corporate:9027)
mches	11	weak_unique(aches:8)
nasoni	11	ambiguous(mason:243/masonic:88)
eneeeee	11	no_candidate
mehes	11	ambiguous(meshes:377/metes:276)
atives	11	ambiguous(natives:32/actives:1)
offermg	11	ambiguous(offered:12617/offer:11434)
parments	11	ambiguous(payments:31334/parents:16615)
disabil	11	ambiguous(isabel:27/disable:13)
unconstitu	11	no_candidate
voint	11	ambiguous(joint:35127/point:21703)
coruner	11	ambiguous(corner:12967/coroner:4489)
pinate	11	ambiguous(pilate:1/binate:0)
appneation	11	no_candidate
constitulegislature	11	no_candidate
ureeny	11	weak_unique(greeny:0)
cormer	11	ambiguous(corner:12967/former:9394)
habitues	11	ambiguous(habitués:5/habitudes:0)
stons	11	ambiguous(sons:2322/tons:1994)
armv	11	ambiguous(army:3136/arms:1298)
pubile	11	weak_unique(nubile:1)
igation	11	weak_unique(ligation:34)
imestiga	11	weak_unique(mestiza:0)
freeho	11	ambiguous(free:12771/fresno:5227)
cabforma	11	no_candidate
cahforna	11	no_candidate
appoi	11	ambiguous(apply:71724/appoint:28939)
extraord	11	weak_unique(extrabold:0)
constituthereof	11	no_candidate
imown	11	weak_unique(mown:8)
tanster	11	ambiguous(taster:9/tapster:0)
comter	11	ambiguous(comer:48/comte:21)
sisquoe	11	ambiguous(bisque:0/misquote:0)
sisquoc	11	no_candidate
includec	11	ambiguous(include:73727/included:27309)
sorghums	11	ambiguous(sorghum:42/sorghum's:0)
blackeap	11	weak_unique(blackcap:7)
aspiran	11	ambiguous(aspirin:10/aspirant:0)
piment	11	ambiguous(pigment:10/pimento:0)
falloux	11	weak_unique(fallout:28)
sultanina	11	weak_unique(sultana:6)
zabalkanski	11	no_candidate
molinera	11	ambiguous(molina:4/moliere:0)
zabalkanskoi	11	no_candidate
panariti	11	weak_unique(planarity:0)
cazouls	11	ambiguous(cagoule:0/cagoules:0)
danugue	11	ambiguous(dengue:8/langue:1)
saali	11	weak_unique(saadi:0)
containec	11	ambiguous(contained:24438/container:8742)
relaundered	11	ambiguous(laundered:24/remaindered:0)
unmediatel	11	weak_unique(unmediated:0)
opii	11	ambiguous(open:20358/oil:13670)
beitigheimer	11	no_candidate
harotp	11	ambiguous(hart:355/harold:165)
wuheerzeas	11	no_candidate
insuret	11	ambiguous(insurer:23183/insured:14823)
seeton	11	ambiguous(sexton:44/seton:9)
appheatin	11	no_candidate
pierovich	11	no_candidate
enues	11	ambiguous(ensues:34/venues:19)
usion	11	ambiguous(union:10685/sion:9058)
administratior	11	ambiguous(administration:31931/administrator:18788)
waueereas	11	no_candidate
mateh	11	ambiguous(match:1944/mate:1030)
uthties	11	ambiguous(unties:4/butties:0)
needv	11	ambiguous(need:24956/needs:18816)
diethyl-stilbestrol	11	no_candidate
dimout	11	ambiguous(devout:4/dismount:3)
tuled	11	ambiguous(ruled:250/tiled:221)
cedures	11	ambiguous(reduces:523/secures:440)
schrouder	11	weak_unique(schroeder:3)
nonpaternity	11	no_candidate
adineagle	11	no_candidate
euarctos	11	weak_unique(quartos:0)
nonrecordation	11	no_candidate
operahon	11	ambiguous(operation:35926/operator:16358)
ptojochs	11	no_candidate
eeeeeeeeeeeeeees	11	no_candidate
nonserialized	11	no_candidate
mulemen	11	ambiguous(mullen:47/milkmen:1)
cceceeee	11	no_candidate
hypsypops	11	no_candidate
rubicundus	11	weak_unique(rubicund:0)
eeneneee	11	no_candidate
eeeeneees	11	no_candidate
rainev	11	weak_unique(rained:4)
honeveutt	11	no_candidate
naiio	11	ambiguous(nation:4827/ratio:4530)
gabrielinos	11	no_candidate
nonfeed	11	ambiguous(nonfood:33/nonsked:0)
redomestication	11	weak_unique(domestication:5)
qoveinot	11	no_candidate
otatuule	11	no_candidate
eeneneneeereees	11	no_candidate
fulasz	11	weak_unique(fulas:0)
ccceeeees	11	no_candidate
tularcitos	11	no_candidate
cccceeeeeee	11	no_candidate
propionoxypiperidine	11	no_candidate
beheves	11	ambiguous(beeves:0/behaves:0)
dihydromorphine	11	no_candidate
benzylmorphine	11	no_candidate
desomorphine	11	no_candidate
allylprodine	11	no_candidate
furethidine	11	no_candidate
dimepheptanol	11	no_candidate
dimenoxadol	11	no_candidate
racemoramide	11	no_candidate
diampromide	11	no_candidate
norlevorphanol	11	no_candidate
dimethylthiambutene	11	no_candidate
ethylmethylthiambutene	11	no_candidate
boomstops	11	ambiguous(bookshops:0/doorstops:0)
noncontractual	11	no_candidate
clonitazene	11	no_candidate
etonitazene	11	no_candidate
levomoramide	11	no_candidate
norpipanone	11	no_candidate
trimeperidine	11	no_candidate
hydromorphinol	11	no_candidate
normorphine	11	no_candidate
hmuts	11	ambiguous(huts:9/muts:2)
alfentanyl	11	no_candidate
nonpeace	11	weak_unique(noplace:0)
nonsevere	11	no_candidate
nonprevailing	11	no_candidate
strl	11	ambiguous(sell:17073/seal:10022)
nonevidentiary	11	no_candidate
nonaccidentally	11	no_candidate
isosafrole	11	no_candidate
imds	11	ambiguous(ids:46/imps:0)
repackagers	11	weak_unique(repackages:8)
maics	11	ambiguous(mains:683/mails:394)
chuckawalla	11	weak_unique(chuckwalla:1)
residentrun	11	no_candidate
subproducer	11	no_candidate
wcmis	11	ambiguous(wis:131/acis:88)
ploqtams	11	no_candidate
administraton	11	ambiguous(administration:31931/administrator:18788)
eeceeee	11	no_candidate
phenyleyclohexyl	11	no_candidate
phenylcyclohexylamine	11	no_candidate
ofncer	10	ambiguous(officer:108773/owner:51366)
ndred	10	ambiguous(hundred:155499/added:94074)
refor	10	ambiguous(refer:5423/reform:2188)
treasu	10	ambiguous(treasury:27801/areas:23268)
clxxxiii	10	no_candidate
twenty-vighth	10	no_candidate
eeceeeee	10	no_candidate
memillan	10	weak_unique(mcmillan:13)
extin	10	weak_unique(extine:3)
nonresi	10	weak_unique(nones:15)
jowing	10	ambiguous(owing:2883/lowing:2204)
stxty-three	10	no_candidate
nincty-one	10	no_candidate
dehver	10	ambiguous(denver:30/delver:0)
tablish	10	ambiguous(stablish:7/tallish:0)
ccxxix	10	no_candidate
janded	10	ambiguous(landed:378/handed:180)
cccxl	10	ambiguous(cecil:28/cecal:1)
siaty-six	10	no_candidate
siaty-one	10	no_candidate
itants	10	ambiguous(stats:39154/grants:13236)
reir	10	ambiguous(rear:2315/heir:952)
enumera	10	ambiguous(enumerate:105/numeral:41)
cclxxxix	10	no_candidate
cccxxxix	10	no_candidate
ccclxvi	10	no_candidate
ccclxx	10	no_candidate
ccclxxiv	10	no_candidate
ccccxxi	10	no_candidate
serees	10	ambiguous(series:5877/serves:2389)
veeee	10	ambiguous(levee:2602/renee:1428)
sesses	10	ambiguous(nesses:350/senses:213)
ceesee	10	ambiguous(cease:6027/lessee:5652)
ccceceeee	10	no_candidate
ccccli	10	weak_unique(cocci:3)
simuar	10	weak_unique(simar:0)
inen	10	ambiguous(inn:325/ines:127)
sxcriox	10	no_candidate
ponas	10	ambiguous(ponds:386/pons:158)
ccclix	10	ambiguous(calix:1/cyclic:0)
assessincnt	10	no_candidate
dxxiv	10	weak_unique(dixie:45)
jector	10	ambiguous(sector:1632/rector:784)
ofheers	10	ambiguous(others:7619/offers:3799)
eact	10	ambiguous(act:457162/each:290687)
cseeeeee	10	no_candidate
eceeeeeeee	10	no_candidate
sanots	10	ambiguous(santos:4/sabots:0)
hends	10	ambiguous(hands:4387/heads:1968)
noties	10	ambiguous(notes:11134/notices:8870)
theiy	10	ambiguous(their:117217/they:49784)
cighicen	10	no_candidate
oftcer	10	ambiguous(other:450272/after:209066)
prmted	10	weak_unique(prated:1)
ccclxix	10	no_candidate
recorda	10	ambiguous(record:45639/records:39746)
ccxxxvi	10	no_candidate
ccxlv	10	no_candidate
fecling	10	ambiguous(feeling:108/felling:43)
seheol	10	weak_unique(sheol:4)
soventy-five	10	no_candidate
steth	10	ambiguous(seth:37/stets:23)
therei	10	ambiguous(there:89357/therein:36084)
feneral	10	ambiguous(general:134878/federal:86738)
reercation	10	ambiguous(recreation:12432/revocation:8399)
inacriminal	10	no_candidate
ually	10	ambiguous(tally:1041/ally:636)
eenses	10	ambiguous(lenses:464/senses:213)
yrade	10	ambiguous(grade:14677/trade:13609)
wluch	10	ambiguous(such:874514/which:638761)
cilect	10	ambiguous(direct:25194/collect:12995)
assegs	10	ambiguous(assets:13368/assess:8378)
temof	10	ambiguous(lemon:276/tempo:213)
hillegass	10	weak_unique(illegals:0)
ceeeeeeeeees	10	no_candidate
gueh	10	weak_unique(gush:0)
compensi	10	ambiguous(compels:36/compendia:14)
theret	10	ambiguous(there:89357/thereto:37039)
watil	10	weak_unique(wail:8)
biect	10	weak_unique(bisect:1)
sicty-two	10	no_candidate
allsuch	10	no_candidate
arately	10	weak_unique(irately:0)
ceereee	10	no_candidate
twonty-four	10	no_candidate
alpme	10	ambiguous(alone:2471/lapse:1084)
gions	10	ambiguous(ions:372/lions:275)
iorth	10	ambiguous(forth:55320/north:18794)
pointments	10	weak_unique(ointments:39)
diserection	10	ambiguous(discretion:15083/direction:10316)
rosemon	10	ambiguous(rosamond:5/robeson:0)
peddar	10	weak_unique(pedlar:2)
fompensa	10	no_candidate
providel	10	ambiguous(provided:300880/provide:121470)
miscon	10	weak_unique(mascon:1)
erintendent	10	no_candidate
preter	10	ambiguous(prefer:292/peter:290)
dustry	10	weak_unique(dusty:4)
taxlevy	10	weak_unique(talley:2)
curring	10	ambiguous(curing:348/curbing:152)
lamanda	10	ambiguous(amanda:3/lawanda:0)
resewered	10	ambiguous(reseeded:0/resewed:0)
dismissa	10	ambiguous(dismissal:2908/dismiss:1469)
tuting	10	ambiguous(turing:78/tubing:42)
commls	10	weak_unique(commas:11)
imerest	10	ambiguous(merest:1/imprest:0)
peatn	10	ambiguous(peat:105/pean:57)
gairdneri	10	weak_unique(gardner:48)
superinper	10	weak_unique(superliner:2)
appropriaor	10	weak_unique(appropriator:36)
milx	10	ambiguous(milk:18427/mile:13506)
wuheerreas	10	no_candidate
athletie	10	ambiguous(athletic:1490/athlete:520)
wueerzeas	10	no_candidate
iwenty-five	10	no_candidate
joeation	10	ambiguous(location:17489/creation:6474)
venrs	10	ambiguous(vents:201/veers:107)
coumy	10	ambiguous(county:512140/court:242103)
ercale	10	weak_unique(percale:0)
fourtenths	10	weak_unique(fourteenths:0)
eatehes	10	ambiguous(catches:662/matches:297)
nonapplied	10	weak_unique(nonallied:0)
haliolis	10	ambiguous(aiolis:0/halitosis:0)
amdarit	10	weak_unique(amharic:0)
eommander-in-chief	10	no_candidate
facturing	10	ambiguous(factoring:9/fracturing:4)
merated	10	ambiguous(aerated:28/cerated:12)
connei	10	ambiguous(conner:26/connie:14)
onefifth	10	no_candidate
earricd	10	ambiguous(carried:7558/married:3438)
furty-second	10	no_candidate
raake	10	weak_unique(rake:31)
quencies	10	weak_unique(quenches:0)
exeep	10	ambiguous(except:119171/exceed:73780)
izes	10	ambiguous(ices:1422/sizes:484)
tornia	10	weak_unique(tonia:1)
eatches	10	ambiguous(catches:662/matches:297)
btatz	10	weak_unique(blatz:0)
fleishhacker	10	no_candidate
helding	10	ambiguous(holding:18883/heading:8548)
hereo	10	ambiguous(hereof:9423/here:4278)
delinquenev	10	ambiguous(delinquent:12605/delinquency:5299)
quicting	10	ambiguous(quieting:109/quitting:70)
tmder	10	ambiguous(under:386358/order:160952)
citiapter	10	no_candidate
jeval	10	weak_unique(reval:3)
apprupria	10	no_candidate
marvsville	10	weak_unique(marseille:0)
sequit	10	weak_unique(sequin:0)
lixe	10	ambiguous(line:49895/life:21120)
halepensis	10	no_candidate
narnes	10	ambiguous(barnes:54/nares:24)
ilege	10	ambiguous(ilene:1/liege:0)
vaeanev	10	no_candidate
tiun	10	ambiguous(tin:352/tun:171)
theve	10	ambiguous(there:89357/these:57269)
doara	10	ambiguous(dora:28/dobra:0)
stvle	10	ambiguous(stale:1700/style:796)
astrets	10	ambiguous(streets:20981/assets:13368)
cunent	10	ambiguous(current:26839/consent:22731)
vider	10	ambiguous(vide:2243/video:1606)
appointmer	10	ambiguous(appointed:49232/appointment:25156)
one-nalf	10	no_candidate
mamtenanee	10	no_candidate
corinthe	10	weak_unique(corinth:8)
hnes	10	ambiguous(ones:363/hes:264)
remair	10	ambiguous(remain:24235/repair:15527)
efectne	10	no_candidate
earu	10	ambiguous(earn:830/ear:463)
portionments	10	no_candidate
agneultural	10	no_candidate
loyee	10	ambiguous(lower:6032/levee:2602)
nittee	10	ambiguous(little:965/litter:649)
camphorata	10	weak_unique(camphorate:0)
eaty	10	ambiguous(eat:246/easy:203)
remam	10	ambiguous(ream:29/remap:0)
vandation	10	ambiguous(valuation:9188/vacation:3153)
mainta	10	weak_unique(manta:3)
ducers	10	weak_unique(dupers:0)
wueerzas	10	weak_unique(guerezas:0)
trammg	10	ambiguous(trammel:582/trauma:520)
marily	10	ambiguous(marilyn:24/marbly:0)
redlegged	10	no_candidate
ributions	10	ambiguous(dilutions:4/libations:0)
schco	10	weak_unique(schmo:0)
encinita	10	weak_unique(encrinite:0)
reneals	10	ambiguous(repeals:1747/rentals:1595)
relatamended	10	no_candidate
subsee	10	weak_unique(subset:12)
cuaprtter	10	no_candidate
falureto	10	no_candidate
certafeate	10	no_candidate
inguinale	10	weak_unique(inguinal:0)
federalaid	10	no_candidate
ormance	10	weak_unique(romance:7)
perent	10	ambiguous(percent:72590/parent:33854)
unior	10	ambiguous(junior:10701/union:10685)
iiouse	10	ambiguous(house:23056/spouse:17821)
cuaptterr	10	no_candidate
indebitatus	10	no_candidate
borids	10	ambiguous(boris:9/bovids:2)
dreco	10	ambiguous(deco:10/greco:10)
michillinda	10	no_candidate
subrentals	10	no_candidate
nostate	10	ambiguous(costate:1/notate:1)
parvipinnis	10	no_candidate
tamaras	10	ambiguous(tamara:0/tamara's:0)
piperidyl	10	no_candidate
aphelocoma	10	no_candidate
hrearm	10	weak_unique(rearm:5)
ccccceeeee	10	no_candidate
acetylmethadol	10	no_candidate
betamethadol	10	no_candidate
methyldihydromorphine	10	no_candidate
controlvot	10	no_candidate
eseeeeee	10	no_candidate
ceceeeeeee	10	no_candidate
somota	10	weak_unique(somoza:0)
propietario	10	no_candidate
lassom	10	ambiguous(lasso:0/lassos:0)
eeneeeeee	10	no_candidate
eneneees	10	no_candidate
tariffing	10	ambiguous(rarifying:0/riffing:0)
xitb	10	ambiguous(with:812535/city:310083)
cctp	10	ambiguous(act:457162/city:310083)
predisciplinary	10	no_candidate
peltee	10	ambiguous(pelee:16/pelted:0)
eteeee	10	ambiguous(steele:35/teepee:7)
eeneneeeee	10	no_candidate
enneetennees	10	no_candidate
ilevs	10	weak_unique(ileus:0)
bcedp	10	ambiguous(beds:2311/bed:2096)
repurchasable	10	weak_unique(purchasable:2)
arklin	10	weak_unique(arlin:0)
clairns	10	ambiguous(cairns:0/clair's:0)
environmenta	10	ambiguous(environmental:12436/environment:4769)
noncontracted	10	no_candidate
nonapplicability	10	weak_unique(inapplicability:21)
cceceeeee	10	no_candidate
qtams	10	weak_unique(tams:7)
ccccceeeeeee	10	no_candidate
brakeshoes	10	weak_unique(bakeshops:3)
noncoterminous	10	no_candidate
alphameprodine	10	no_candidate
alphacetylmethadol	10	no_candidate
alphamethadol	10	no_candidate
dextromoramide	10	no_candidate
ehminated	10	ambiguous(terminated:7170/nominated:3908)
tohowine	10	no_candidate
nonurgency	10	no_candidate
betacetylmethadol	10	no_candidate
hydroxypethidine	10	no_candidate
noracymethadol	10	no_candidate
phenoperidine	10	no_candidate
piritramide	10	no_candidate
acetorphine	10	no_candidate
acetyldihydrocodeine	10	no_candidate
cyprenorphine	10	no_candidate
methyldesorphine	10	no_candidate
ftovis	10	ambiguous(clovis:136/stoves:85)
cobranza	10	weak_unique(carranza:1)
cobrarle	10	weak_unique(coracle:0)
usarse	10	ambiguous(users:2078/usage:1060)
sufentanyl	10	no_candidate
entty	10	ambiguous(entity:27075/entry:10106)
stirhng	10	ambiguous(storing:1365/strong:791)
cnteria	10	ambiguous(criteria:13775/interim:4885)
eeeece	10	ambiguous(greece:45/fleece:2)
subcaps	10	weak_unique(hubcaps:0)
leghold	10	ambiguous(leopold:5/behold:2)
bermardino	10	weak_unique(bernardine:7)
gcwr	10	ambiguous(cor:4181/car:2712)
nearsite	10	weak_unique(nearside:0)
noninvestment	10	no_candidate
sqgs	10	weak_unique(sags:4)
nonprisoner	10	no_candidate
outstationed	10	ambiguous(outstation:11/outstations:1)
nonminority	10	no_candidate
erreca	10	ambiguous(erect:1987/eureka:949)
nonschool-related	10	no_candidate
nonpressurized	10	weak_unique(unpressurized:0)
